2026-08-19 15:26:54,871 INFO  Logger.cs: 70 - 
2026-08-19 15:42:11,618 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1차완성
2026-08-19 15:42:11,618 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:42:11,619 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:42:11,619 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성.STEP-1
2026-08-19 15:42:11,619 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:42:11,620 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1차완성.STEP-1
2026-08-19 15:42:11,620 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성
2026-08-19 15:42:11,620 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 1차완성
2026-08-19 15:42:11,620 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in 1차완성
2026-08-19 15:42:11,621 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:42:11,621 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:42:11,621 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성.STEP-1
2026-08-19 15:42:11,621 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:42:11,622 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1차완성.STEP-1
2026-08-19 15:42:12,242 INFO  SwAddin.cs: 339 - Loading config tree
2026-08-19 15:42:12,243 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-08-19 15:42:12,244 INFO  SwAddin.cs: 344 - Showing property manager
2026-08-19 15:42:48,373 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:44:05,538 INFO  SwAddin.cs: 294 - Assembly export called for file 1차완성
2026-08-19 15:44:05,538 INFO  SwAddin.cs: 299 - Save is required
2026-08-19 15:44:05,538 INFO  SwAddin.cs: 313 - Saving assembly
2026-08-19 15:44:05,539 INFO  SwAddin.cs: 316 - Opening property manager
2026-08-19 15:44:05,539 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성
2026-08-19 15:44:05,539 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 1차완성
2026-08-19 15:44:05,539 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 1차완성
2026-08-19 15:44:05,540 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:44:05,540 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:44:05,540 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성.STEP-1
2026-08-19 15:44:05,541 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:44:05,541 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1차완성.STEP-1
2026-08-19 15:44:05,541 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성
2026-08-19 15:44:05,541 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 1차완성
2026-08-19 15:44:05,542 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in 1차완성
2026-08-19 15:44:05,542 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:44:05,542 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:44:05,543 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성.STEP-1
2026-08-19 15:44:05,543 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:44:05,543 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1차완성.STEP-1
2026-08-19 15:44:06,054 INFO  SwAddin.cs: 339 - Loading config tree
2026-08-19 15:44:06,054 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-08-19 15:44:06,057 INFO  SwAddin.cs: 344 - Showing property manager
2026-08-19 15:44:10,754 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:44:19,813 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2026-08-19 15:44:20,134 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성
2026-08-19 15:44:20,138 INFO  ExportHelperExtension.cs: 1136 - Found 31 in 1차완성
2026-08-19 15:44:20,138 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 1차완성
2026-08-19 15:44:20,138 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:44:20,139 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:44:20,139 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성.STEP-1
2026-08-19 15:44:20,139 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:44:20,140 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1차완성.STEP-1
2026-08-19 15:44:20,140 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성
2026-08-19 15:44:20,141 INFO  ExportHelperExtension.cs: 1136 - Found 31 in 1차완성
2026-08-19 15:44:20,141 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in 1차완성
2026-08-19 15:44:20,141 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:44:20,141 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:44:20,142 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성.STEP-1
2026-08-19 15:44:20,142 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:44:20,142 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1차완성.STEP-1
2026-08-19 15:44:20,183 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:44:59,497 INFO  SwAddin.cs: 294 - Assembly export called for file 1차완성
2026-08-19 15:44:59,497 INFO  SwAddin.cs: 299 - Save is required
2026-08-19 15:44:59,497 INFO  SwAddin.cs: 313 - Saving assembly
2026-08-19 15:44:59,498 INFO  SwAddin.cs: 316 - Opening property manager
2026-08-19 15:44:59,498 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성
2026-08-19 15:44:59,498 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 1차완성
2026-08-19 15:44:59,499 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 1차완성
2026-08-19 15:44:59,499 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:44:59,499 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:44:59,500 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성.STEP-1
2026-08-19 15:44:59,500 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:44:59,500 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1차완성.STEP-1
2026-08-19 15:44:59,501 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성
2026-08-19 15:44:59,501 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 1차완성
2026-08-19 15:44:59,502 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in 1차완성
2026-08-19 15:44:59,502 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:44:59,502 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:44:59,502 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성.STEP-1
2026-08-19 15:44:59,503 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:44:59,503 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1차완성.STEP-1
2026-08-19 15:45:00,057 INFO  SwAddin.cs: 339 - Loading config tree
2026-08-19 15:45:00,058 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-08-19 15:45:00,061 INFO  SwAddin.cs: 344 - Showing property manager
2026-08-19 15:46:27,268 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:46:46,371 INFO  SwAddin.cs: 294 - Assembly export called for file 1차완성
2026-08-19 15:46:46,372 INFO  SwAddin.cs: 299 - Save is required
2026-08-19 15:46:46,372 INFO  SwAddin.cs: 313 - Saving assembly
2026-08-19 15:46:46,372 INFO  SwAddin.cs: 316 - Opening property manager
2026-08-19 15:46:46,372 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성
2026-08-19 15:46:46,373 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 1차완성
2026-08-19 15:46:46,373 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 1차완성
2026-08-19 15:46:46,373 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:46:46,374 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:46:46,374 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성.STEP-1
2026-08-19 15:46:46,374 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:46:46,374 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1차완성.STEP-1
2026-08-19 15:46:46,375 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성
2026-08-19 15:46:46,375 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 1차완성
2026-08-19 15:46:46,375 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in 1차완성
2026-08-19 15:46:46,376 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:46:46,376 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:46:46,376 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성.STEP-1
2026-08-19 15:46:46,376 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:46:46,377 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1차완성.STEP-1
2026-08-19 15:46:46,621 INFO  SwAddin.cs: 339 - Loading config tree
2026-08-19 15:46:46,622 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-08-19 15:46:46,624 INFO  SwAddin.cs: 344 - Showing property manager
2026-08-19 15:47:46,304 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:47:53,296 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2026-08-19 15:47:53,343 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:48:29,825 INFO  SwAddin.cs: 294 - Assembly export called for file 1차완성
2026-08-19 15:48:29,825 INFO  SwAddin.cs: 299 - Save is required
2026-08-19 15:48:29,826 INFO  SwAddin.cs: 313 - Saving assembly
2026-08-19 15:48:29,826 INFO  SwAddin.cs: 316 - Opening property manager
2026-08-19 15:48:29,827 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성
2026-08-19 15:48:29,827 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 1차완성
2026-08-19 15:48:29,827 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 1차완성
2026-08-19 15:48:29,834 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:48:29,847 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:48:29,847 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성.STEP-1
2026-08-19 15:48:29,847 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:48:29,848 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1차완성.STEP-1
2026-08-19 15:48:29,848 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성
2026-08-19 15:48:29,848 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 1차완성
2026-08-19 15:48:29,849 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in 1차완성
2026-08-19 15:48:29,849 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:48:29,849 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:48:29,850 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성.STEP-1
2026-08-19 15:48:29,850 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:48:29,850 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1차완성.STEP-1
2026-08-19 15:48:30,350 INFO  SwAddin.cs: 339 - Loading config tree
2026-08-19 15:48:30,350 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-08-19 15:48:30,352 INFO  SwAddin.cs: 344 - Showing property manager
2026-08-19 15:49:25,611 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:49:48,053 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:50:26,547 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:50:39,716 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:52:05,442 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:52:44,271 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:52:46,977 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:52:56,480 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:53:02,886 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:53:27,392 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:53:47,183 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:53:53,686 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:54:25,406 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 15:55:32,252 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2026-08-19 15:55:35,445 INFO  ExportHelperExtension.cs: 347 - Creating joint L2
2026-08-19 15:55:35,508 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child L2 failed
2026-08-19 15:55:35,844 INFO  ExportHelperExtension.cs: 347 - Creating joint L3
2026-08-19 15:55:35,847 INFO  ExportHelperExtension.cs: 1397 - Fixing components for L2
2026-08-19 15:55:35,848 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:35,848 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:35,848 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:35,848 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:35,849 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2026-08-19 15:55:35,849 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2026-08-19 15:55:35,849 INFO  ExportHelperExtension.cs: 1402 - Fixing 34
2026-08-19 15:55:35,850 INFO  ExportHelperExtension.cs: 1409 - Component 34 is already fixed
2026-08-19 15:55:35,850 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2026-08-19 15:55:35,850 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2026-08-19 15:55:35,851 INFO  ExportHelperExtension.cs: 1402 - Fixing 33
2026-08-19 15:55:35,851 INFO  ExportHelperExtension.cs: 1409 - Component 33 is already fixed
2026-08-19 15:55:35,852 INFO  ExportHelperExtension.cs: 1402 - Fixing 37
2026-08-19 15:55:35,852 INFO  ExportHelperExtension.cs: 1409 - Component 37 is already fixed
2026-08-19 15:55:35,852 INFO  ExportHelperExtension.cs: 1402 - Fixing 43
2026-08-19 15:55:35,852 INFO  ExportHelperExtension.cs: 1409 - Component 43 is already fixed
2026-08-19 15:55:35,852 INFO  ExportHelperExtension.cs: 1402 - Fixing 42
2026-08-19 15:55:35,852 INFO  ExportHelperExtension.cs: 1409 - Component 42 is already fixed
2026-08-19 15:55:35,852 INFO  ExportHelperExtension.cs: 1402 - Fixing 39
2026-08-19 15:55:35,852 INFO  ExportHelperExtension.cs: 1409 - Component 39 is already fixed
2026-08-19 15:55:35,853 INFO  ExportHelperExtension.cs: 1402 - Fixing 36
2026-08-19 15:55:35,853 INFO  ExportHelperExtension.cs: 1409 - Component 36 is already fixed
2026-08-19 15:55:35,853 INFO  ExportHelperExtension.cs: 1402 - Fixing 35
2026-08-19 15:55:35,854 INFO  ExportHelperExtension.cs: 1409 - Component 35 is already fixed
2026-08-19 15:55:35,854 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:35,854 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:35,854 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:35,855 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:35,855 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:35,855 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:35,855 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:35,856 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:35,856 INFO  ExportHelperExtension.cs: 1402 - Fixing 22
2026-08-19 15:55:35,856 INFO  ExportHelperExtension.cs: 1409 - Component 22 is already fixed
2026-08-19 15:55:35,856 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2026-08-19 15:55:35,857 INFO  ExportHelperExtension.cs: 1409 - Component 29 is already fixed
2026-08-19 15:55:35,857 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:35,857 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:35,857 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:35,858 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:35,858 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:35,858 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:35,858 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2026-08-19 15:55:35,859 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2026-08-19 15:55:35,859 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:35,859 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:35,859 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:35,860 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:35,860 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:35,860 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:35,860 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:35,861 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:35,861 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:35,861 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:35,861 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2026-08-19 15:55:35,862 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2026-08-19 15:55:35,862 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:35,862 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:36,211 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2026-08-19 15:55:36,211 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2026-08-19 15:55:36,212 INFO  ExportHelperExtension.cs: 849 - L1: 0
2026-08-19 15:55:36,212 INFO  ExportHelperExtension.cs: 857 - L2: 0
2026-08-19 15:55:38,355 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent L2 to child L3 failed
2026-08-19 15:55:38,377 INFO  ExportHelperExtension.cs: 347 - Creating joint L4
2026-08-19 15:55:38,377 INFO  ExportHelperExtension.cs: 1397 - Fixing components for L3
2026-08-19 15:55:38,378 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2026-08-19 15:55:38,378 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
